HPO ID	English term	Italian term
HP:0009786	Aplasia/Hypoplasia of the musculature of the thigh	aplasia/ipoplasia della muscolatura della coscia
HP:0009787	Aplasia/Hypoplasia of the quadriceps	aplasia/ipoplasia dei quadricipiti
HP:0009788	Quadriceps aplasia	aplasia del quadricipite
HP:0009789	Perianal abscess	ascesso perianale
HP:0009790	Hemisacrum (S2-S5)	emisacro (S2-S5)
HP:0009791	Bifid sacrum	sacro bifido
HP:0009792	Teratoma	teratoma
HP:0009793	Presacral teratoma	teratoma presacrale
HP:0009794	Branchial anomaly	anomalia branchiale
HP:0009795	Branchial fistula	fistola branchiali
HP:0009796	Branchial cyst	ciste branchiali
HP:0009797	Cholesteatoma	colesteatoma
HP:0009798	Euthyroid goiter	gozzo eutiroideo
HP:0009799	Supernumerary spleens	milze soprannumerarie
HP:0009800	Maternal diabetes	diabete materno
HP:0009802	Aplasia of the phalanges of the hand	aplasia delle falangi della mano
HP:0009803	Short phalanx of finger	falange breve del dito
HP:0009804	Reduced number of teeth	ridotto numero di denti
HP:0009805	Low-output congestive heart failure	scompenso cardiaco congestivo a basso output
HP:0009806	Nephrogenic diabetes insipidus	diabete insipido nefrogenico
HP:0009808	Abnormality involving the diaphyses of the upper limbs	anomalia che coinvolge la diafisi degli arti superiori
HP:0009809	Abnormality of upper limb metaphysis	anomalia della metafisi arto superiore
HP:0009810	Abnormality of the joints of the upper limbs	anomalia delle articolazioni degli arti superiori
HP:0009811	Abnormality of the elbow	anomalia del gomito
HP:0009812	Amelia involving the upper limbs	amelia che coinvolgono gli arti superiori
HP:0009813	Upper limb phocomelia	focomelia degli arti superiori
HP:0009814	Upper limb peromelia	peromelia arto superiore
HP:0009815	Aplasia/Hypoplasia of the extremities	aplasia/ipoplasia delle estremità
HP:0009816	Hypoplasia involving bones of the lower limbs	ipoplasia che coinvolge le ossa degli arti inferiori
HP:0009817	Aplasia involving bones of the lower limbs	aplasia che coinvolge le ossa degli arti inferiori
HP:0009818	Amelia involving the lower limbs	amelia che coinvolge gli arti inferiori
HP:0009819	Lower limb phocomelia	focomelia degli arti inferiori
HP:0009820	Lower limb peromelia	peromelia di arto inferiore
HP:0009821	Hypoplasia involving forearm bones	ipoplasia che coinvolge le ossa dell'avambraccio
HP:0009822	Aplasia involving forearm bones	aplasia che coinvolge le ossa dell'avambraccio
HP:0009823	Aplasia involving bones of the upper limbs	aplasia che coinvolge le ossa degli arti superiori
HP:0009824	Hypoplasia involving bones of the upper limbs	ipoplasia che coinvolge le ossa degli arti superiori
HP:0009825	Aplasia involving bones of the extremities	aplasia che coinvolge le ossa delle estremità
HP:0009826	Hypoplasia involving bones of the extremities	ipoplasia che coinvolge le ossa delle estremità
HP:0009827	Amelia	amelia
HP:0009828	Peromelia	peromelia
HP:0009829	Phocomelia	focomelia
HP:0009830	Peripheral neuropathy	neuropatia periferica
HP:0009831	Mononeuropathy	mononeuropatia
HP:0009832	Abnormality of the distal phalanx of finger	anomalia della falange distale del dito
HP:0009833	Abnormality of the middle phalanges of the hand	anomalia delle falangi della mano
HP:0009834	Abnormality of the proximal phalanges of the hand	anomalia delle falangi prossimali della mano
HP:0009835	Aplasia/Hypoplasia of the distal phalanges of the hand	aplasia/ipoplasia delle falangi distali della mano
HP:0009836	Broad distal phalanx of finger	falange ampia distale del dito
HP:0009837	Bullet-shaped distal phalanges of the hand	falangi distali della mano  a forma di proiettile
HP:0009838	Curved distal phalanges of the hand	falangi curve distali della mano
HP:0009839	Osteolytic defects of the distal phalanges of the hand	difetti osteolitici delle falangi distali della mano
HP:0009840	Patchy sclerosis of the distal phalanges of the hand	sclerosi irregolare delle falangi distali della mano
HP:0009843	Aplasia/Hypoplasia of the middle phalanges of the hand	aplasia/ipoplasia delle falangi della mano
HP:0009844	Broad middle phalanx of finger	ampia falange media del dito
HP:0009845	Bullet-shaped middle phalanges of the hand	falangi della mano a forma di proiettile
HP:0009846	Curved middle phalanges of the hand	falangi curve della mano
HP:0009847	Osteolytic defects of the middle phalanges of the hand	difetti osteolitici delle falangi della mano
HP:0009848	Patchy sclerosis of the middle phalanges of the hand	sclerosi irregolare delle falangi della mano
HP:0009849	Symphalangism of middle phalanx of finger	sinfalangismo della falange media del dito
HP:0009850	Triangular shaped middle phalanges of the hand	falangi della mano a forma triangolare
HP:0009851	Aplasia/Hypoplasia of the proximal phalanges of the hand	aplasia/ipoplasia delle falangi prossimali della mano
HP:0009852	Broad proximal phalanges of the hand	ampie e prossimale delle falangi della mano
HP:0009853	Bullet-shaped proximal phalanges of the hand	falangi prossimali della mano a forma di proiettile
HP:0009854	Curved proximal phalanges of the hand	curva prossimale delle falangi della mano
HP:0009855	Osteolytic defects of the proximal phalanges of the hand	difetti osteolitici delle falangi prossimali della mano
HP:0009856	Patchy sclerosis of the proximal phalanges of the hand	sclerosi irregolare delle falangi prossimali della mano
HP:0009857	Symphalangism affecting the proximal phalanges of the hand	sinfalangismo che interessa le falangi prossimali della mano
HP:0009858	Triangular shaped proximal phalanges of the hand	falangi della mano a forma triangolare
HP:0009875	Triangular shaped distal phalanges of the hand	falangi distali della mano a forma triangolare
HP:0009878	Cerebellar ataxia associated with quadrupedal gait	atassia cerebellare associato con andatura quadrupede
HP:0009879	Cortical gyral simplification	semplificazione girale corticale
HP:0009880	Broad distal phalanges of all fingers	ampio delle falangi distali di tutte le dita
HP:0009881	Aplasia of the distal phalanges of the hand	aplasia delle falangi distali della mano
HP:0009882	Short distal phalanx of finger	falange breve distale del dito
HP:0009883	Duplication of the distal phalanx of hand	duplicazione della falange distale della mano
HP:0009884	Tapered distal phalanges of finger	falangi distali coniche delle dita
HP:0009885	Prenatal short stature	statura prenatale
HP:0009886	Trichorrhexis nodosa	tricoressi nodosa
HP:0009887	Abnormality of hair pigmentation	anomalia della pigmentazione dei capelli
HP:0009888	Abnormality of secondary sexual hair	anomalia dei capelli sessuali secondario
HP:0009889	Localized hirsutism	irsutismo localizzato
HP:0009890	High anterior hairline	attaccatura dei capelli anteriore alta
HP:0009891	Underdeveloped supraorbital ridges	sottosviluppati creste sopraorbitali
HP:0009892	Anotia	anotia
HP:0009893	Telangiectasia of the ear	telangiectasia dell'orecchio
HP:0009894	Thickened ears	orecchie ispessite
HP:0009895	Abnormality of the crus of the helix	anomalia della cru dell'elica
HP:0009896	Abnormality of the antitragus	anomalia dell'antitrago
HP:0009897	Horizontal crus of helix	cru orizzontale dell'elica
HP:0009898	Underdeveloped crus of the helix	cru sottosviluppata dell'elica
HP:0009899	Prominent crus of helix	cru prominente dell'elica
HP:0009900	Unilateral deafness	sordità unilaterale
HP:0009901	Crumpled ear	orecchio accartocciato
HP:0009902	Cleft helix	schisi elica
HP:0009903	Conjunctival nodule	nodulo congiuntivale
HP:0009904	Prominent ear helix	elica dell'orecchio prominente
HP:0009905	Thin ear helix	elica dell'orecchio sottile
HP:0009906	Aplasia/Hypoplasia of the earlobes	aplasia/ipoplasia dei lobi delle orecchie
HP:0009907	Attached earlobe	lobo dell'orecchio attaccato
HP:0009908	Anterior creases of earlobe	pieghe anteriori del lobo dell'orecchio
HP:0009909	Uplifted earlobe	lobo dell'orecchio all'insu
HP:0009910	Aplasia of the middle ear ossicles	aplasia degli ossicini dell'orecchio medio
HP:0009911	Abnormality of the temporal bone	anomalia dell'osso temporale
HP:0009912	Abnormality of the tragus	anomalia del trago
HP:0009913	Aplasia/Hypoplasia of the tragus	aplasia/ipoplasia del trago
HP:0009914	Cyclopia	ciclopia
HP:0009915	Corneal asymmetry	asimmetria corneale
HP:0009916	Anisocoria	anisocoria
HP:0009917	Persistent pupillary membrane	membrana pupillare persistente
HP:0009918	Ectopia pupillae	ectopia della pupilla
HP:0009919	Retinoblastoma	retinoblastoma
HP:0009920	Nevus of Ota	nevo di Ota
HP:0009921	Duane anomaly	anomalia di Duane
HP:0009922	Persistence of the hyaloid artery	persistenza dell'arteria ialoide
HP:0009924	Aplasia/Hypoplasia involving the nose	aplasia/ipoplasia che coinvolge il naso
HP:0009926	Increased lacrimation	aumentata lacrimazione
HP:0009927	Aplasia of the nose	aplasia del naso
HP:0009928	Thick nasal alae	ali nasali spesse
HP:0009929	Abnormality of the columella	anomalia della columella
HP:0009930	Asymmetry of the nares	asimmetria delle narici
HP:0009931	Enlarged naris	allargata naris
HP:0009932	Single naris	singolo naris
HP:0009933	Narrow naris	stretta naris
HP:0009934	Supernumerary nostrils	narici soprannumerari
HP:0009935	Aplasia/Hypoplasia of the nasal septum	aplasia/ipoplasia del setto nasale
HP:0009936	Narrow nasal septum	setto nasale stretto
HP:0009937	Facial hirsutism	irsutismo facciale
HP:0009938	Sunken cheeks	guance incavate
HP:0009939	Mandibular aplasia	aplasia mandibolari
HP:0009940	Asymmetry of the mandible	asimmetria della mandibola
HP:0009941	Asymmetry of the mouth	asimmetria della bocca
HP:0009942	Duplication of phalanx of thumb	duplicazione della falange del pollice
HP:0009943	Complete duplication of the phalanges of the thumb	duplicazione completa delle falangi medie del pollice
HP:0009944	Partial duplication of the phalanges of the thumb	duplicazione parziale delle falangi medie del pollice
HP:0009945	Duplication of phalanx of 2nd finger	duplicazione della falange del secondo dito
HP:0009946	Polydactyly affecting the 2nd finger	polidattilia che interessano il secondo dito
HP:0009947	Duplication of the proximal phalanx of the 2nd finger	duplicazione della falange prossimale del secondo dito
HP:0009948	Duplication of the distal phalanx of the 2nd finger	duplicazione della falange distale del secondo dito
HP:0009949	Duplication of the middle phalanx of the 2nd finger	duplicazione della falange media del secondo dito
HP:0009950	Complete duplication of the distal phalanx of the 2nd finger	duplicazione completa della falange distale del secondo dito
HP:0009951	Partial duplication of the distal phalanx of the 2nd finger	duplicazione parziale della falange distale del secondo dito
HP:0009952	Complete duplication of the middle phalanx of the 2nd finger	duplicazione completa della falange media del secondo dito
HP:0009953	Partial duplication of the middle phalanx of the 2nd finger	duplicazione parziale della falange media del secondo dito
HP:0009954	Complete duplication of the proximal phalanx of the 2nd finger	duplicazione completa della falange prossimale del secondo dito
HP:0009955	Partial duplication of the proximal phalanx of the 2nd finger	duplicazione parziale della falange prossimale del secondo dito
HP:0009956	Partial duplication of the phalanges of the 2nd finger	duplicazione parziale delle falangi medie del secondo dito
HP:0009957	Complete duplication of the phalanges of the 2nd finger	duplicazione completa delle falangi medie del secondo dito
HP:0009958	Polydactyly affecting the 3rd finger	polidattilia che interessano il terzo dito
HP:0009959	Duplication of phalanx of 3rd finger	duplicazione della falange del terzo dito
HP:0009960	Complete duplication of the phalanges of the 3rd finger	duplicazione completa delle falangi medie del terzo dito
HP:0009961	Partial duplication of the phalanges of the 3rd finger	duplicazione parziale delle falangi medie del terzo dito
HP:0009962	Duplication of the distal phalanx of the 3rd finger	duplicazione della falange distale del terzo dito
HP:0009963	Duplication of the middle phalanx of the 3rd finger	duplicazione della falange media del terzo dito
HP:0009964	Duplication of the proximal phalanx of the 3rd finger	duplicazione della falange prossimale del terzo dito
HP:0009965	Complete duplication of the distal phalanx of the 3rd finger	duplicazione completa della falange distale del terzo dito
HP:0009966	Complete duplication of the middle phalanx of the 3rd finger	duplicazione completa della falange media del terzo dito
HP:0009967	Complete duplication of the proximal phalanx of the 3rd finger	duplicazione completa della falange prossimale del terzo dito
HP:0009968	Partial duplication of the distal phalanx of the 3rd finger	duplicazione parziale della falange distale del terzo dito
HP:0009969	Partial duplication of the middle phalanx of the 3rd finger	duplicazione parziale della falange media del terzo dito
HP:0009970	Partial duplication of the proximal phalanx of the 3rd finger	duplicazione parziale della falange prossimale del terzo dito
HP:0009971	Polydactyly affecting the 4th finger	polidattilia che interessa il quarto dito
HP:0009972	Duplication of phalanx of 4th finger	duplicazione della falange del quarto dito
HP:0009973	Complete duplication of the phalanges of the 4th finger	duplicazione completa delle falangi medie del quarto dito
HP:0009974	Partial duplication of the phalanges of the 4th finger	duplicazione parziale delle falangi medie del quarto dito
HP:0009975	Duplication of the distal phalanx of the 4th finger	duplicazione della falange distale del quarto dito
HP:0009976	Duplication of the middle phalanx of the 4th finger	duplicazione della falange media del quarto dito
HP:0009977	Duplication of the proximal phalanx of the 4th finger	duplicazione della falange prossimale del quarto dito
HP:0009978	Complete duplication of the distal phalanx of the 4th finger	duplicazione completa della falange distale del quarto dito
HP:0009979	Complete duplication of the middle phalanx of the 4th finger	duplicazione completa della falange media del quarto dito
HP:0009980	Complete duplication of the proximal phalanx of the 4th finger	duplicazione completa della falange prossimale del quarto dito
HP:0009981	Partial duplication of the distal phalanx of the 4th finger	duplicazione parziale della falange distale del quarto dito
HP:0009982	Partial duplication of the middle phalanx of the 4th finger	duplicazione parziale della falange media del quarto dito
HP:0009983	Partial duplication of the proximal phalanx of the 4th finger	duplicazione parziale della falange prossimale del quarto dito
HP:0009985	Duplication of phalanx of 5th finger	duplicazione della falange del quinto dito
HP:0009986	Complete duplication of the phalanges of the 5th finger	duplicazione completa delle falangi medie del quinto dito
HP:0009987	Partial duplication of the phalanges of the 5th finger	duplicazione parziale delle falangi medie del quinto dito
HP:0009988	Duplication of the distal phalanx of the 5th finger	duplicazione della falange distale del quinto dito
HP:0009989	Duplication of the middle phalanx of the 5th finger	duplicazione della falange media del quinto dito
HP:0009990	Duplication of the proximal phalanx of the 5th finger	duplicazione della falange prossimale del quinto dito
HP:0009991	Complete duplication of the distal phalanx of the 5th finger	duplicazione completa della falange distale del quinto dito
HP:0009992	Complete duplication of the middle phalanx of the 5th finger	duplicazione completa della falange media del quinto dito
HP:0009993	Complete duplication of the proximal phalanx of the 5th finger	duplicazione completa della falange prossimale del quinto dito
HP:0009994	Partial duplication of the distal phalanx of the 5th finger	duplicazione parziale della falange distale del quinto dito
HP:0009995	Partial duplication of the middle phalanx of the 5th finger	duplicazione parziale della falange media del quinto dito
HP:0009996	Partial duplication of the proximal phalanx of the 5th finger	duplicazione parziale della falange prossimale del quinto dito
HP:0009997	Duplication of phalanx of hand	duplicazione della falange della mano
HP:0009998	Complete duplication of phalanx of hand	duplicazione completa della falange della mano
HP:0009999	Partial duplication of the phalanx of hand	duplicazione parziale della falange della mano
HP:0010000	Complete duplication of the proximal phalanges of the hand	duplicazione completa delle falangi prossimali della mano
HP:0010001	Complete duplication of the distal phalanges of the hand	duplicazione completa delle falangi distali della mano
HP:0010002	Complete duplication of the middle phalanges of the hand	duplicazione completa delle falangi della mano
HP:0010003	Partial duplication of the proximal phalanges of the hand	duplicazione parziale delle falangi prossimali della mano
HP:0010004	Partial duplication of the distal phalanges of the hand	duplicazione parziale delle falangi distali della mano
HP:0010005	Partial duplication of the middle phalanges of the hand	duplicazione parziale delle falangi della mano
HP:0010006	Duplication of the proximal phalanx of hand	duplicazione della prima falange della mano
HP:0010008	Duplication of the middle phalanx of hand	duplicazione della falange media della mano
HP:0010009	Abnormality of the 1st metacarpal	anomalia del primo metacarpo
HP:0010010	Abnormality of the 2nd metacarpal	anomalia del secondo metacarpo
HP:0010011	Abnormality of the 3rd metacarpal	anomalia del terzo metacarpale
HP:0010012	Abnormality of the 4th metacarpal	anomalia del quarto metacarpo
HP:0010013	Abnormality of the 5th metacarpal	anomalia del quinto metacarpo
HP:0010014	Abnormality of the epiphysis of the 1st metacarpal	anomalia dell'epifisi del primo metacarpo
HP:0010015	Absent epiphysis of the 1st metacarpal	epifisi assente del primo metacarpo
HP:0010016	Bracket epiphysis of the 1st metacarpal	epifisi a staffa del primo metacarpo
HP:0010017	Cone-shaped epiphysis of the 1st metacarpal	epifisi a cono del primo metacarpo
HP:0010018	Enlarged epiphysis of the 1st metacarpal	epifisi allargata del primo metacarpo
HP:0010019	Fragmentation of the epiphysis of the 1st metacarpal	frammentazione dell'epifisi del primo metacarpo
HP:0010020	Irregular epiphysis of the 1st metacarpal	epifisi irregolare del primo metacarpo
HP:0010021	Ivory epiphysis of the 1st metacarpal	epifisi ad avorio del primo metacarpo
HP:0010022	Pseudoepiphysis of the 1st metacarpal	pseudoepifisi del primo metacarpo
HP:0010023	Small epiphysis of the 1st metacarpal	epifisi piccola del primo metacarpo
HP:0010024	Epiphyseal stippling of the first metacarpal	punteggiatura epifisaria del primo metacarpo
HP:0010025	Triangular epiphysis of the 1st metacarpal	epifisi triangolare del primo metacarpo
HP:0010026	Aplasia/Hypoplasia of the 1st metacarpal	aplasia/ipoplasia del primo metacarpo
HP:0010027	Broad 1st metacarpal	primo metacarpo ampio
HP:0010028	Bullet-shaped 1st metacarpal	primo metacarpo a forma di proiettile
HP:0010029	Curved 1st metacarpal	primo metacarpo curvo
HP:0010030	Osteolytic defects of the 1st metacarpal	difetti osteolitico del primo metacarpo
HP:0010031	Patchy sclerosis of the 1st metacarpal	sclerosi irregolare del primo metacarpo
HP:0010033	Triangular shaped 1st metacarpal	primo metacarpo a forma triangolare
HP:0010034	Short 1st metacarpal	primo metacarpo breve
HP:0010035	Aplasia of the 1st metacarpal	aplasia del primo metacarpo
HP:0010036	Aplasia/Hypoplasia of the 2nd metacarpal	aplasia/ipoplasia del secondo metacarpo
HP:0010037	Aplasia of the 2nd metacarpal	aplasia del secondo metacarpo
HP:0010038	Short 2nd metacarpal	breve secondo metacarpo
HP:0010039	Aplasia/Hypoplasia of the 3rd metacarpal	aplasia/ipoplasia del terzo metacarpale
HP:0010040	Aplasia of the 3rd metacarpal	aplasia del terzo metacarpale
HP:0010041	Short 3rd metacarpal	breve terzo metacarpo
HP:0010042	Aplasia/Hypoplasia of the 4th metacarpal	aplasia/ipoplasia del quarto metacarpo
HP:0010043	Aplasia of the 4th metacarpal	aplasia del quarto metacarpo
HP:0010044	Short 4th metacarpal	breve quarto metacarpo
HP:0010045	Aplasia/Hypoplasia of the 5th metacarpal	aplasia/ipoplasia del quinto metacarpo
HP:0010046	Aplasia of the 5th metacarpal	aplasia del quinto metacarpo
HP:0010047	Short 5th metacarpal	breve quinto metacarpo
HP:0010048	Aplasia of metacarpal bones	aplasia delle ossa metacarpali
HP:0010049	Short metacarpal	metacarpo breve
HP:0010051	Deviation/Displacement of the hallux	deviazione/spostamento di alluce
HP:0010052	Abnormality of the proximal phalanx of the hallux	anomalia della falange prossimale dell'alluce
HP:0010053	Abnormality of the distal phalanx of the hallux	anomalia della falange distale dell'alluce
HP:0010054	Abnormality of the first metatarsal	anomalia del primo metatarso
HP:0010055	Broad hallux	ampio alluce
HP:0010056	Abnormality of the epiphyses of the hallux	anomalia delle epifisi di alluce
HP:0010057	Abnormality of the phalanges of the hallux	anomalia delle falangi medie dell'alluce
HP:0010058	Aplasia/Hypoplasia of the phalanges of the hallux	aplasia/ipoplasia delle falangi medie dell'alluce
HP:0010059	Broad phalanges of the hallux	ampie falangi dell'alluce
HP:0010060	Bullet-shaped phalanges of the hallux	falangi dell'alluce  a forma di proiettile
HP:0010061	Curved phalanges of the hallux	falangi curve dell'alluce
HP:0010062	Osteolytic defects of the phalanges of the hallux	difetti osteolitici delle falangi medie dell'alluce
HP:0010063	Patchy sclerosis of the phalanges of the hallux	sclerosi irregolare delle falangi medie dell'alluce
HP:0010064	Symphalangism affecting the phalanges of the hallux	sinfalangismo che interessano le falangi dell'alluce
HP:0010065	Triangular shaped phalanges of the hallux	falangi dell'alluce a forma triangolare
HP:0010066	Duplication of phalanx of hallux	duplicazione della falange dell'alluce
HP:0010067	Aplasia/Hypoplasia of the 1st metatarsal	aplasia/ipoplasia del primo metatarso
HP:0010068	Broad first metatarsal	ampio primo metatarso
HP:0010069	Bullet-shaped 1st metatarsal	primo metatarso a forma di proiettile
HP:0010070	Curved 1st metatarsal	primo metatarsale curvo
HP:0010071	Osteolytic defects of the 1st metatarsal	difetti osteolitico del primo metatarso
HP:0010072	Patchy sclerosis of the 1st metatarsal	sclerosi irregolare del primo metatarso
HP:0010073	Synostosis involving the 1st metatarsal	sinostosi che coinvolge il primo metatarso
HP:0010074	Triangular shaped 1st metatarsal	primo metatarso a forma triangolare
HP:0010075	Duplication of the 1st metatarsal	duplicazione del primo metatarso
HP:0010076	Aplasia/Hypoplasia of the distal phalanx of the hallux	aplasia/ipoplasia delle falangi distali dell'alluce
HP:0010077	Broad distal phalanx of the hallux	falange ampia distale dell'alluce
HP:0010078	Bullet-shaped distal phalanx of the hallux	falange distale dell'alluce a forma di proiettile 
HP:0010079	Curved distal phalanx of the hallux	falange curva distale dell'alluce
HP:0010080	Osteolytic defects of the distal phalanx of the hallux	difetti osteolitici della falange distale dell'alluce
HP:0010081	Patchy sclerosis of the distal phalanx of the hallux	sclerosi irregolare della falange distale dell'alluce
HP:0010082	Symphalangism affecting the distal phalanx of the hallux	sinfalangismo che interessa la falange distale dell'alluce
HP:0010083	Triangular shaped distal phalanx of the hallux	falange distale a forma triangolare dell'alluce
HP:0010084	Duplication of the distal phalanx of the hallux	duplicazione della falange distale dell'alluce
HP:0010085	Aplasia/Hypoplasia of the proximal phalanx of the hallux	aplasia/ipoplasia della falange prossimale dell'alluce
HP:0010086	Broad proximal phalanx of the hallux	falange ampia prossimale dell'alluce
HP:0010087	Bullet-shaped proximal phalanx of the hallux	falange prossimale dell'alluce a forma di proiettile
HP:0010088	Curved proximal phalanx of the hallux	falange curva prossimale dell'alluce
HP:0010089	Osteolytic defects of the proximal phalanx of the hallux	difetti osteolitici della falange prossimale dell'alluce
HP:0010090	Patchy sclerosis of the proximal phalanx of the hallux	sclerosi irregolare della falange prossimale dell'alluce
HP:0010091	Symphalangism affecting the proximal phalanx of the hallux	sinfalangismo che interessano la falange prossimale dell'alluce
HP:0010092	Triangular shaped proximal phalanx of the hallux	falange prossimale a forma triangolare dell'alluce
HP:0010093	Duplication of the proximal phalanx of the hallux	duplicazione della falange prossimale dell'alluce
HP:0010094	Complete duplication of the proximal phalanx of the hallux	duplicazione completa della falange prossimale dell'alluce
HP:0010095	Partial duplication of the proximal phalanx of the hallux	duplicazione parziale della falange prossimale dell'alluce
HP:0010096	Complete duplication of the distal phalanx of the hallux	duplicazione completa della falange distale dell'alluce
HP:0010097	Partial duplication of the distal phalanx of the hallux	duplicazione parziale della falange distale dell'alluce
HP:0010098	Complete duplication of the 1st metatarsal	duplicazione completa del primo metatarso
HP:0010099	Partial duplication of the 1st metatarsal	duplicazione parziale del primo metatarso
HP:0010100	Complete duplication of the phalanges of the hallux	duplicazione completa delle falangi medie dell'alluce
HP:0010101	Partial duplication of the phalanges of the hallux	duplicazione parziale delle falangi medie dell'alluce
HP:0010102	Aplasia of the distal phalanx of the hallux	aplasia della falange distale dell'alluce
HP:0010103	Short distal phalanx of hallux	falange breve distale dell'alluce
HP:0010104	Absent first metatarsal	primo metatarso assente
HP:0010105	Short first metatarsal	breve primo metatarso
HP:0010106	Aplasia of the proximal phalanx of the hallux	aplasia della falange prossimale dell'alluce
HP:0010107	Small proximal phalanx of hallux	piccola falange prossimale dell'alluce
HP:0010109	Small hallux	alluce piccolo
HP:0010110	Aplasia of the phalanges of the hallux	aplasia delle falangi medie dell'alluce
HP:0010111	Small phalanx of hallux	piccola falange dell'alluce
HP:0010112	Central polydactyly (feet)	polidattilia centrale (piedi)
HP:0010113	Absent epiphyses of the hallux	epifisi assente dell'alluce
HP:0010114	Bracket epiphyses of the hallux	epifisi a staffa dell'alluce
HP:0010115	Cone-shaped epiphyses of the hallux	epifisi a cono dell'alluce
HP:0010116	Enlarged epiphyses of the hallux	epifisi allargata dell'alluce
HP:0010117	Fragmentation of the epiphyses of the hallux	frammentazione delle epifisi di alluce
HP:0010118	Irregular epiphyses of the hallux	epifisi irregolare dell'alluce
HP:0010119	Ivory epiphyses of the hallux	epifisi ad avorio dell'alluce
HP:0010120	Pseudoepiphyses of the hallux	pseudoepifisi di alluce
HP:0010121	Small epiphyses of the hallux	piccole epifisi dell'alluce
HP:0010122	Stippling of the epiphyses of the hallux	punteggiatura delle epifisi di alluce
HP:0010123	Triangular epiphyses of the hallux	epifisi triangolare dell'alluce
HP:0010124	Abnormality of the epiphysis of the distal phalanx of the hallux	anomalia dell'epifisi della falange distale dell'alluce
HP:0010125	Abnormality of the epiphysis of the 1st metatarsal	anomalia dell'epifisi del primo metatarso
HP:0010126	Abnormality of the epiphysis of the proximal phalanx of the hallux	anomalia dell'epifisi della falange prossimale dell'alluce
HP:0010127	Absent epiphysis of the proximal phalanx of the hallux	epifisi assente della falange prossimale dell'alluce
HP:0010128	Bracket epiphysis of the proximal phalanx of the hallux	epifisi a staffa della falange prossimale dell'alluce
HP:0010129	Cone-shaped epiphysis of the proximal phalanx of the hallux	epifisi a cono della falange prossimale dell'alluce
HP:0010130	Enlarged epiphysis of the proximal phalanx of the hallux	epifisi allargata della falange prossimale dell'alluce
HP:0010131	Fragmentation of the epiphysis of the proximal phalanx of the hallux	frammentazione dell'epifisi della falange prossimale dell'alluce
HP:0010132	Irregular epiphysis of the proximal phalanx of the hallux	epifisi irregolare della falange prossimale dell'alluce
HP:0010133	Ivory epiphysis of the proximal phalanx of the hallux	epifisi ad avorio della falange prossimale dell'alluce
HP:0010134	Pseudoepiphysis of the proximal phalanx of the hallux	pseudoepifisi della falange prossimale dell'alluce
HP:0010135	Small epiphysis of the proximal phalanx of the hallux	epifisi piccola della falange prossimale dell'alluce
HP:0010136	Stippling of the epiphysis of the proximal phalanx of the hallux	punteggiatura dell'epifisi della falange prossimale dell'alluce
HP:0010137	Triangular epiphysis of the proximal phalanx of the hallux	epifisi triangolare della falange prossimale dell'alluce
HP:0010138	Absent epiphysis of the distal phalanx of the hallux	epifisi assente delle falangi distali dell'alluce
HP:0010139	Bracket epiphysis of the distal phalanx of the hallux	epifisi a staffa della falange distale dell'alluce
HP:0010140	Cone-shaped epiphysis of the distal phalanx of the hallux	epifisi a cono della falange distale dell'alluce
HP:0010141	Enlarged epiphysis of the distal phalanx of the hallux	epifisi allargata delle falangi distali dell'alluce
HP:0010142	Fragmentation of the epiphysis of the distal phalanx of the hallux	frammentazione dell'epifisi della falange distale dell'alluce
HP:0010143	Irregular epiphysis of the distal phalanx of the hallux	epifisi irregolare della falange distale dell'alluce
HP:0010144	Ivory epiphysis of the distal phalanx of the hallux	epifisi ad avorio delle falangi distali dell'alluce
HP:0010145	Pseudoepiphysis of the distal phalanx of the hallux	pseudoepifisi della falange distale dell'alluce
HP:0010146	Small epiphysis of the distal phalanx of the hallux	epifisi piccola delle falangi distali dell'alluce
HP:0010147	Stippling of the epiphysis of the distal phalanx of the hallux	punteggiatura dell'epifisi della falange distale dell'alluce
HP:0010148	Triangular epiphysis of the distal phalanx of the hallux	epifisi triangolare della falange distale dell'alluce
HP:0010149	Absent epiphysis of the 1st metatarsal	epifisi assente del primo metatarso
HP:0010150	Bracket epiphysis of the 1st metatarsal	epifisi a staffa del primo metatarso
HP:0010151	Cone-shaped epiphysis of the 1st metatarsal	epifisi a cono del primo metatarso
HP:0010152	Enlarged epiphysis of the 1st metatarsal	epifisi allargata del primo metatarso
HP:0010153	Fragmentation of the epiphysis of the 1st metatarsal	frammentazione dell'epifisi del primo metatarso
HP:0010154	Irregular epiphysis of the 1st metatarsal	epifisi irregolare del primo metatarso
HP:0010155	Ivory epiphysis of the 1st metatarsal	epifisi ad avorio del primo metatarso
HP:0010156	Pseudoepiphysis of the 1st metatarsal	pseudoepifisi del primo metatarso
HP:0010157	Small epiphysis of the 1st metatarsal	epifisi piccola del primo metatarso
HP:0010158	Stippling of the epiphysis of the 1st metatarsal	punteggiatura dell'epifisi del primo metatarso
HP:0010159	Triangular epiphysis of the 1st metatarsal	epifisi triangolare del primo metatarso
HP:0010160	Abnormality of the epiphyses of the toes	anomalia delle epifisi delle dita del piede
HP:0010161	Abnormality of the phalanges of the toes	anomalia delle falangi delle dita del piede
HP:0010162	Absent epiphyses of the toes	epifisi delle dita del piede assenti
HP:0010163	Bracket epiphyses of the toes	epifisi a staffa delle dita del piede
HP:0010164	Cone-shaped epiphyses of the toes	epifisi a cono delle dita del piede
