CODE	FR_LABEL	TYPE
HP:0008314	diminution de l'activité du complexe mitochondriale de type II	pt
HP:0008315	carnitine plasmatique libre diminuée	pt
HP:0008316	Mitochondries anormales dans le tissu musculaire	pt
HP:0008317	Aminoacidurie généralisée légère	pt
HP:0008318	Phosphatase alcaline leucocytaire augmentée	pt
HP:0008320	agrégation plaquettaire anormale induit par le collagène	pt
HP:0008321	déficit en facteur X	pt
HP:0008321	déficience en facteur x	uf
HP:0008321	carence en facteur x	uf
HP:0008322	morphologie mitochondriale anormale	pt
HP:0008323	électrorétinogramme anormal des cônes et bâtonnets	pt
HP:0008325	gammaglobulines sériques totales basses	pt
HP:0008326	carence en vitamine B6	pt
HP:0008326	Déficit en vitamine B6	uf
HP:0008327	néphrocalcinose microscopique	pt
HP:0008328	Immunoglobulines sériques absentes ou sévèrement diminuées	pt
HP:0008330	facteur von Willebrand diminué	pt
HP:0008331	créatine kinase élevée après l'effort	pt
HP:0008332	Hypertriglycéridémie légère	pt
HP:0008334	Hyperammoniémie légère	pt
HP:0008335	aminoacidurie rénale	pt
HP:0008336	acidurie organique complexe	pt
HP:0008337	saignement prolongé de 15 à 30 minutes	pt
HP:0008338	déficit fonctionnel partiel en facteur D du complément	pt
HP:0008339	diaminoacidurie	pt
HP:0008341	Acidose tubulaire rénale de type 1	pt
HP:0008342	transaminases légèrement élevées	pt
HP:0008344	dosage plasmatique élevé des acides aminés à chaîne ramifiée	pt
HP:0008345	hypoplasie du muscle dilatateur de l'iris	pt
HP:0008347	"diminution de l'activité des complexes mitochondriaux de type I, II, III et IV"	pt
HP:0008348	déficit de l'immunoglobuline IgG2	pt
HP:0008349	déficit combiné en facteur VIII et en facteur IX	pt
HP:0008352	diminution de l'aggrégation et de l'adhésion plaquettaire	pt
HP:0008353	hyper-aminoacidurie neutre	pt
HP:0008354	Déficit de l'activation en facteur X	pt
HP:0008355	déficit combiné en facteur VII et en facteur VIII	pt
HP:0008356	hyperlipidémie combinée	pt
HP:0008356	hyperlipidémie mixte	uf
HP:0008357	activité réduite du facteur XIII	pt
HP:0008358	hyperprolinémie	pt
HP:0008360	hypoprotéinémie néonatale	pt
HP:0008361	pâleur du tractus corticospinal	pt
HP:0008362	aplasie/hypoplasie de l'hallux	pt
HP:0008362	aplasie/hypoplasie du gros orteil	uf
HP:0008363	aplasie/hypoplasie des os du tarse	pt
HP:0008364	Anomalie du calcaneum	pt
HP:0008365	anomalie du talus	pt
HP:0008366	contractures concernant les articulations des pieds	pt
HP:0008368	synostose impliquant les os du tarse	pt
HP:0008368	fusion tarsienne	uf
HP:0008368	synostose impliquant les os tarsiens	uf
HP:0008368	synostose tarsiennne	uf
HP:0008369	Ossification anormale impliquant les os du tarse	pt
HP:0008371	Ossification anormale impliquant les os du métatarse	pt
HP:0008372	anomalie du métabolisme de la vitamine A	pt
HP:0008373	troubles gonadiques et pubertaires	pt
HP:0008374	"voie faible, haut-perchée"	pt
HP:0008375	déficience vocale sévère dûe à des anomalies de cartilage laryngé	pt
HP:0008376	langage dysarthrique et nasal	pt
HP:0008377	voix grossière haut-perchée	pt
HP:0008382	Ongles dystrophiques épaissis	pt
HP:0008383	ongles poussant lentement	pt
HP:0008384	ongles de la main aplasiques/hypoplasiques	pt
HP:0008386	aplasie/hypoplasie des ongles	pt
HP:0008387	dysplasie/aplasie des ongles	pt
HP:0008388	anomalie des ongles des orteils	pt
HP:0008388	anomalie des ongles des pieds	uf
HP:0008390	perte récurrente des ongles de pieds et de mains	pt
HP:0008391	ongles de la main légèrement dystrophiques	pt
HP:0008392	hyperkératose sous-unguéale	pt
HP:0008393	ongle courbé du quatrième orteil congénital	pt
HP:0008394	onychodystrophie congénitale	pt
HP:0008395	onychogrypose des gros ongles des orteils	pt
HP:0008395	Onychogryphose des gros ongles des orteils	uf
HP:0008396	candidose unguéale chronique	pt
HP:0008397	petits ongles fissurés dystrophiques	pt
HP:0008398	hypoplasie voir absence d'ongle au cinquième doigt et au cinquième orteil	pt
HP:0008399	hyperkératose autour de l'ongle	pt
HP:0008401	Onychogrypose des ongles des orteils	pt
HP:0008402	striure unguéale du doigt	pt
HP:0008403	onychodysplasie pouvant être présente	pt
HP:0008404	onychodystrophie variable	pt
HP:0008406	ongles des mains courts et larges	pt
HP:0008407	ongles des pouces hyperconvexes	pt
HP:0008407	ongles des pouces hyper-convexes	uf
HP:0008408	onychodystrophie sévère	pt
HP:0008408	Dystrophie unguéale sévère	uf
HP:0008408	Dystrophie sévère des ongles	uf
HP:0008409	Ongles absents ou dysplasiques	pt
HP:0008410	fragments hyperkératosiques sous-unguéals	pt
HP:0008411	"ongles fins et courts, à croissance lente"	pt
HP:0008412	ongles dysplasiques petits	pt
HP:0008413	dystrophie unguéale avec hypercourbe	pt
HP:0008414	cyphose lombaire dans l'enfance	pt
HP:0008416	sixième vertèbre lombaire	pt
HP:0008417	hypoplasie vertébrale	pt
HP:0008419	dégénérescence des disques intervertébraux	pt
HP:0008419	Dégénérescence de disque intervertébral	uf
HP:0008419	détérioration structurale d'un disque intervertébral	uf
HP:0008419	discopathie vertébrale dégénérative	uf
HP:0008420	calcifications vertébrales ponctuées	pt
HP:0008422	tassement cunéiforme des vertèbres	pt
HP:0008423	dysplasie spinale	pt
HP:0008424	Cinquième vertèbre lombaire hypoplasique	pt
HP:0008429	"vertèbres cervicales plates, petites"	pt
HP:0008434	vertèbres cervicales hypoplasiques	pt
HP:0008435	Ossification absente in utero des corps vertébraux	pt
HP:0008436	Coccyx absent ou dysplasique	pt
HP:0008437	Vertèbres thoraciques bifides	pt
HP:0008438	anomalies de l'arc vertébral	pt
HP:0008439	hémivertèbre lombaire	pt
HP:0008440	Anomalie vertébrale C1-C2	pt
HP:0008442	Hyperostose vertébrale	pt
HP:0008443	déformation rachidienne	pt
HP:0008445	Canal rachidien cervical étroit	pt
HP:0008445	Canal de la moelle épinière cervicale étroit	uf
HP:0008445	canal médullaire cervical étroit	uf
HP:0008446	sténose du canal vertébral	pt
HP:0008446	sténose rachidienne	uf
HP:0008446	rétrécissement du canal médullaire	uf
HP:0008447	vertèbres coccygiennes hypoplasiques	pt
HP:0008448	légère diminution de la distance interpédiculaire	pt
HP:0008449	fusions progressive des vertèbres cervicales	pt
HP:0008450	distance interpédiculaire vertébrale étroite	pt
HP:0008451	hypoplasie vertébrale postérieure	pt
HP:0008453	cyphoscoliose congénitale	pt
HP:0008454	cyphose lombaire	pt
HP:0008455	dysplasie du sacrum	pt
HP:0008456	subluxation C2-C3	pt
HP:0008457	rétrécissement caudal des distances interpédiculaires	pt
HP:0008458	"scoliose congénitale, progressive"	pt
HP:0008459	absence congénitale d'une vertèbre cervicale	pt
HP:0008460	Apophyses épineuses hypoplasiques	pt
HP:0008461	hypoplasie des facettes vertébrales cervicales	pt
HP:0008462	instabilité cervicale	pt
HP:0008463	hypoplasie vertébrale centrale	pt
HP:0008465	Vertèbres absentes	pt
HP:0008467	hémivertèbre thoracique	pt
HP:0008468	segmentation sacrée anormale	pt
HP:0008469	dysplasie vertébrale cervicale	pt
HP:0008471	corps vertébraux montrant une fusion complète	pt
HP:0008472	coccyx proéminent	pt
HP:0008473	diamètre antéro-postérieur du corps vertébral étroit	pt
HP:0008475	Vertèbres sacrées hypolasiques	pt
HP:0008477	pauvre ossification des vertèbres cervicales	pt
HP:0008478	changements vertébraux de type Scheuermann-like	pt
HP:0008479	corps vertébraux hypoplasiques	pt
HP:0008480	Spondylose cervicale	pt
HP:0008481	hypoplasie odontoïde légère	pt
HP:0008482	asymétrie des facettes articulaires vertébrales	pt
HP:0008483	corps vertébraux cervicaux avec un diamètre antéropostérieur diminué	pt
HP:0008486	distance interpédiculaire diminuée des vertèbres lombaires	pt
HP:0008489	spondylolisthésis en L5-S1	pt
HP:0008490	anomalie de la segmentation sacrée	pt
HP:0008491	fermeture prématurée de la fontanelle antérieure	pt
HP:0008492	crâniosynostose prématurée	pt
HP:0008493	front fuyant et bas	pt
HP:0008494	subluxation du cristallin inférieur	pt
HP:0008495	altération de la vision par compression du nerf optique	pt
HP:0008496	rangs multiples des cils	pt
HP:0008497	Dysostose crânio-faciale congénitale	pt
HP:0008498	pas de dentition permanente	pt
HP:0008499	Hypermétropie de haut grade	pt
HP:0008500	"front étroit, fuyant"	pt
HP:0008501	fente labiale/palatine médiane	pt
HP:0008502	légère opacification cornéenne	pt
HP:0008502	faible opacification cornéenne	uf
HP:0008502	petite opacification cornéenne	uf
HP:0008504	Déficit auditif neurosensoriel modéré	pt
HP:0008506	Rétinite pigmentaire centrale	pt
HP:0008507	ophtalmoparésie statique	pt
HP:0008509	apparence léonienne âgée	pt
HP:0008510	artérioles rénales étroites	pt
HP:0008511	opacité postérocentrale de la cornée	pt
HP:0008512	Plagio-brachycéphalie	pt
HP:0008513	Surdité de conduction bilatérale	pt
HP:0008515	aplasie/hypoplasie des vertèbres	pt
HP:0008516	anomalie des processus épineux vertébraux	pt
HP:0008516	processus épineux des vertèbres	uf
HP:0008517	aplasie/hypoplasie du sacrum	pt
HP:0008518	aplasie/hypoplasie impliquant la colonne vertébrale	pt
HP:0008519	Anomalie du coccyx	pt
HP:0008522	Surdité des hautes fréquences	pt
HP:0008523	dépression de l'hélix postérieur	pt
HP:0008524	Infection chronique de l'oreille	pt
HP:0008525	surdité de conduction congénitale	pt
HP:0008526	Aréflexie vestibulaire complète	pt
HP:0008527	Déficit auditif neurosensoriel congénital	pt
HP:0008528	Longs poils se développant à partir de l'hélix du pavillon de l'oreille	pt
HP:0008529	Absence des réflexes de l'oreille moyenne	pt
HP:0008530	Surdité neurosensorielle bilatérale	pt
HP:0008531	"Oreilles en forme de coupe, simple"	pt
HP:0008535	petites oreilles en rotation postérieure	pt
HP:0008536	Surdité bilatérale de transmission	pt
HP:0008538	surdité neurosensorielle	pt
HP:0008540	Surdité neurosensorielle bilatérale congénitale	pt
HP:0008541	oreilles déplacées vers le haut	pt
HP:0008542	perte auditive à hautes fréquences	pt
HP:0008549	Ossification cartilagineuse progressive du pavillon de l'oreille	pt
HP:0008550	Microtie bilatérale	pt
HP:0008551	hypoplasie de l'oreille externe	pt
HP:0008554	malformation cochléaire	pt
HP:0008555	Fonction vestibulaire absente	pt
HP:0008557	lésions kystiques néonatales du pavillon de l'oreille	pt
HP:0008559	hélix supérieur hypoplasique	pt
HP:0008564	Aplasie/hypoplasie du conduit auditif externe	pt
HP:0008568	Aréflexie vestibulaire	pt
HP:0008569	"oreilles malformées, petites"	pt
HP:0008570	"oreilles mal ourlées, hypoplasiques"	pt
HP:0008572	malformation de l'oreille externe	pt
HP:0008573	surdité neurosensorielle aux basses fréquences progressive	pt
HP:0008574	Surdité neurosensorielle précoce sévère	pt
HP:0008578	marques et dépressions préauriculaires multiples	pt
HP:0008579	Surdité neurosensorielle bilatérale (haute fréquence)	pt
HP:0008581	surdité de transmission précoce	pt
HP:0008584	surdité progressive aux hautes fréquences	pt
HP:0008586	Hypoplasie de la cochlée	pt
HP:0008587	léger déficit auditif neurosensoriel	pt
HP:0008589	hélix hypoplasique	pt
HP:0008590	perte d'audition progressive dans l'enfance	pt
HP:0008591	surdité de transmission congénitale	pt
HP:0008593	antitragus proéminent	pt
HP:0008594	malformation variable de l'oreille externe	pt
HP:0008596	perte de l'audition neurosensorielle postlinguale progressive	pt
HP:0008598	léger déficit auditif par conduction	pt
HP:0008600	oreilles en forme de coupe avec une implantation basse	pt
HP:0008603	Déficit auditif neurosensoriel congénital sévère	pt
HP:0008604	sillons des lobe de l'oreille transverses	pt
HP:0008605	déformation unilatérale de l'oreille externe	pt
HP:0008606	dépression supraauriculaire	pt
HP:0008607	surdité de conduction progressive	pt
HP:0008608	cartilage de l'oreille hypertrophique	pt
HP:0008609	Malformations de l'oreille moyenne	pt
HP:0008610	Déficit auditif neurosensoriel infantile	pt
HP:0008613	perte auditive neurosensorielle non progressive limitée au segment de fréquences 1.500-8.000 Hz	pt
HP:0008615	altération auditive neurosensorielle d'apparition à l'âge adulte	pt
HP:0008616	"tragus, antitragus et lobule petits/rudimentaires"	pt
HP:0008617	surdité neurosensorielle bilatérale progressive	pt
HP:0008619	Déficit auditif neurosensoriel bilatéral	pt
HP:0008620	surdité neurosensorielle congénitale	pt
HP:0008621	pavillon de l'oreille hypoplasique	pt
HP:0008622	Otite moyenne récurrente chez le nourisson ou dans l'enfance	pt
HP:0008623	Susceptibilité aux otites moyennes	pt
HP:0008624	Otite moyenne récurrente chez le nourisson	pt
HP:0008625	Déficit auditif neurosensoriel sévère	pt
HP:0008626	atrésie subtotale du canal auditif externe bilatérale symétrique congénitale	pt
HP:0008628	Anomalies du stapès	pt
HP:0008628	anomalies de l'étrier	uf
HP:0008629	Acouphène pulsatile	pt
HP:0008631	Agénésié/dysgénésie urétérale	pt
HP:0008633	Absence de tissu gonadique	pt
HP:0008634	néphrite chronique héréditaire	pt
HP:0008635	hypertrophie de la vessie urinaire	pt
HP:0008636	glomérulopathie lobulaire	pt
HP:0008637	utérus et vagin rudimentaires	pt
HP:0008638	syndrome néphrotique terminal	pt
HP:0008639	hypoplasie gonadique	pt
HP:0008639	hypoplasie des gonades	uf
HP:0008640	macroorchidisme congénital	pt
HP:0008641	Oligoméganéphronie	pt
HP:0008643	néphroblastomatose	pt
HP:0008647	échec du développement pubertaire chez les femmes	pt
HP:0008648	Ostium externe de l'urètre antérieurement déplacé	pt
HP:0008651	urolithiase d'acide urique indépendante de la goutte	pt
HP:0008652	dysfonction érectile autonome	pt
HP:0008653	glomérulonéphrite nécrosante	pt
HP:0008654	néphropathie tubulo-interstitielle	pt
HP:0008655	aplasie/hypoplasie des trompes de Fallope	pt
HP:0008655	aplasie/hypoplasie des trompes utérines	uf
HP:0008656	Pseudohermaphroditisme masculin incomplet	pt
HP:0008659	petits kystes multiples de la médullaire rénale	pt
HP:0008660	dysgénésie rénotubulaire	pt
HP:0008661	Sténose urétrale	pt
HP:0008663	Sarcome rénal congénital	pt
HP:0008664	Sclérose du sphincter urétral	pt
HP:0008665	hypertrophie clitoridienne	pt
HP:0008665	Hypertrophie du clitoris	uf
HP:0008665	clitoris hypertrophique	uf
HP:0008666	absorption tubulaire rénale altérée de l'histidine	pt
HP:0008668	dysgénésie gonadique mâle	pt
HP:0008669	spermatogenèse anormale	pt
HP:0008670	septum vaginal partiel	pt
HP:0008671	perte rapide de la fonction rénale	pt
HP:0008672	néphrolithiase oxalo-calcique	pt
HP:0008672	néphrolithiase oxalocalcique	uf
HP:0008673	polykystose rénale infantile	pt
HP:0008675	ovaires polykystiques élargis	pt
HP:0008676	méga-uretère congénital	pt
HP:0008677	néphrose congénitale	pt
HP:0008678	hypoplasie/aplasie rénale	pt
HP:0008682	nécrose tubulaire rénale	pt
HP:0008682	necrose tubulaire du rein	uf
HP:0008683	petites lèvres élargies	pt
HP:0008684	aplasie/hypoplasie de l'utérus	pt
HP:0008687	hypoplasie de la prostate	pt
HP:0008687	prostate hypoplasique	uf
HP:0008688	dysplasie génito-urinaire	pt
HP:0008689	Cryptorchidie bilatérale	pt
HP:0008691	diverticule solitaire de la vessie	pt
HP:0008694	petites lèvres hypertrophiques	pt
HP:0008695	syndrome néphrotique transitoire	pt
HP:0008696	Hamartome rénal bilatéral	pt
HP:0008697	hypoplasie des trompes de Fallope	pt
HP:0008697	hypoplasie des trompes utérines	uf
HP:0008700	urolithiase oxalo-calcique	pt
HP:0008702	Absences des organes génitaux internes	pt
HP:0008703	calcification gonadique	pt
HP:0008705	Triplication urétérale	pt
HP:0008706	duplication urétrale distale	pt
HP:0008707	Scrotum anormal ou absent	pt
HP:0008708	Développement partiel du corps du pénis	pt
HP:0008710	Petits organes génitaux externes	pt
HP:0008711	Hyperplasie bénigne de la prostate	pt
HP:0008713	Malformation de l'appareil génitourinaire	pt
HP:0008714	Sténose urétérovésicale	pt
HP:0008715	dysénésie testiculaire	pt
HP:0008716	fistule urétro-génitale	pt
HP:0008717	atrophie rénale unilatérale	pt
HP:0008718	Dysplasie rénale unilatérale	pt
HP:0008720	défaillance testiculaire primaire	pt
HP:0008721	appareil génital masculin hypoplasique	pt
HP:0008721	hypoplasie de l'appareil génital masculin	uf
HP:0008722	diverticule urétral	pt
HP:0008722	diverticule de l'urètre	uf
HP:0008722	diverticulum urétral	uf
HP:0008723	"dysgénésie gonadique mâle, avec apparence féminine"	pt
HP:0008724	hypoplasie des ovaires	pt
HP:0008724	ovaire hypoplasique	uf
HP:0008725	néphrolithiase oxalique	pt
HP:0008726	Hypoplasie du vagin	pt
HP:0008727	syndrome néphrotique idiopathique	pt
HP:0008729	Absence de grandes lèvres	pt
HP:0008730	Organes génitaux féminins internes chez l'homme	pt
HP:0008732	Hypophosphatémie rénale	pt
HP:0008733	testicules dysplasiques	pt
HP:0008734	hypoplasie testiculaire	pt
HP:0008735	Utérus bicorne hypoplasique	pt
HP:0008736	Hypoplasie du pénis	pt
HP:0008737	dysplasie rénale multikystique diffuse non syndromique	pt
HP:0008738	rein déplacé partiellement dupliqué	pt
HP:0008739	pseudohypertrophie labiale	pt
HP:0008740	Vagin cloisonné longitudinal	pt
HP:0008741	hypertension dûe à une hyperplasie de l'artère rénale	pt
HP:0008742	Barre moyenne prostatique proéminente	pt
HP:0008743	Hypospadias coronal	pt
HP:0008744	anomalie du repli ary-épiglottique	pt
HP:0008744	anomalie des replis ary-épiglottiques	uf
HP:0008746	Épiglotte bifide ou hypoplasique	pt
HP:0008747	Ossification cartilagineuse du larynx	pt
HP:0008749	hypoplasie du larynx	pt
HP:0008750	atrésie laryngée	pt
HP:0008750	atrésie du larynx	uf
HP:0008751	Fente laryngée	pt
HP:0008752	malformations du cartilage laryngé	pt
HP:0008753	aplasie de l'épiglotte	pt
HP:0008754	calcifications laryngées	pt
HP:0008755	laryngo-trachéomalacie	pt
HP:0008755	Laryngotrachéomalacie	uf
HP:0008757	paralysie des cordes vocales unilatérale	pt
HP:0008759	comportement persévérant	pt
HP:0008760	Comportement violent	pt
HP:0008762	comportement compulsif répétititf	pt
HP:0008763	Pas d'intégration sociale	pt
HP:0008765	Hallucinations auditives	pt
HP:0008767	Automutilation de la langue et des lèvres due à des mouvements involontaires	pt
HP:0008768	comportement sexuel innaproprié	pt
HP:0008769	expression faciale de poupée	pt
HP:0008770	Trait de personnalité obsessive-compulsive	pt
HP:0008771	Aplasie/hypoplasie de l'oreille	pt
HP:0008772	Aplasie/hypoplasie de l'oreille externe	pt
HP:0008773	Aplasie/hypoplasie de l'oreille moyenne	pt
HP:0008774	Aplasie/hypoplasie de l'oreille interne	pt
HP:0008775	anomalie de la prostate	pt
HP:0008776	anomalie de l'artère rénale	pt
HP:0008777	anomalie des cordes vocales	pt
HP:0008779	col du fémur hypoplasique	pt
HP:0008780	Luxation congénitale bilatérale de la hanche	pt
HP:0008781	col fémoral court et large	pt
HP:0008781	col du fémur court et large	uf
HP:0008782	col du fémur déformé et large	pt
HP:0008783	"métaphyses fémorales proximales irrégulières, élargies"	pt
HP:0008784	épiphyses fémorales proximales larges	pt
HP:0008785	ossification retardée des branches pubiennes	pt
HP:0008786	"crêtes iliaques dentelées, irrégulières"	pt
HP:0008788	Ossification retardée du pubis	pt
HP:0008789	épiphyse fémorale proximale en forme de cône	pt
HP:0008790	Métaphyses proximales fémorales élargies	pt
HP:0008794	ailes iliaques dysplasiques	pt
HP:0008795	minéralisation retardée du pubis	pt
HP:0008796	hanches en rotation externe	pt
HP:0008797	ossification précoce de l'épiphyse fémorale proximale	pt
HP:0008798	"Petites incisures sacro-iliaques, élargies"	pt
HP:0008800	mouvement limité de la hanche	pt
HP:0008801	hypoplasie du petit trochanter	pt
HP:0008802	hypoplasie de la tête fémorale	pt
HP:0008803	incisure sacroiliaque étroite	pt
HP:0008804	Têtes et cols fémoraux larges	pt
HP:0008806	"épiphyses fémorales proximales irrégulières, petites"	pt
HP:0008807	Dysplasie de l'acétabulum	pt
HP:0008807	Dysplasie acétabulaire	uf
HP:0008808	"ailes iliaques étroites, hautes"	pt
HP:0008810	Abduction/extension de la hanche limitée	pt
HP:0008812	Tête fémorale aplatie	pt
HP:0008814	"os ischiatiques hypoplasiques, larges"	pt
HP:0008815	incisures sacroiliaques étroites chez le nourrisson	pt
HP:0008816	Os pelviens hypoplasiques	pt
HP:0008817	os pubien aplasique	pt
HP:0008818	"ailes iliaques évasées, grandes"	pt
HP:0008819	col fémoral court et étroit	pt
HP:0008819	"col du fémur court, étroit"	uf
HP:0008820	absence d'ossification de l'épiphyse fémorale proximale	pt
HP:0008822	branche ischiopubienne hypoplasique	pt
HP:0008823	Branches inférieures du pubis hypoplasiques	pt
HP:0008824	corps iliaque hypoplasique	pt
HP:0008826	luxation de la tête fémorale	pt
HP:0008827	Ossification pubienne absente chez le  nourisson	pt
HP:0008828	pubertaire retardée	pt
HP:0008829	ossification de la tête fémorale retardée	pt
HP:0008830	Branche pubienne hypoplasique	pt
HP:0008830	Hypoplasie de la branche pubienne	uf
HP:0008832	"Acétabula irréguliers, plats"	pt
HP:0008833	Toit acétabulaire irrégulier	pt
HP:0008834	"Toits acétabulaires irréguliers, plats"	pt
HP:0008835	Ossification multicentrique de la tête fémorale	pt
HP:0008838	calcification en pointillés des épiphyses proximales de l'humérus	pt
HP:0008839	pelvis hypoplasique	pt
HP:0008839	hypoplasie du pelvis	uf
HP:0008843	Arthrose de la hanche	pt
HP:0008843	coxarthrose	uf
HP:0008844	Retard de croissance post-natal léger à sévère	pt
HP:0008845	petite taille mésomélique	pt
HP:0008846	sévère retard de croissance intra-utérin	pt
HP:0008848	Diminution modérée de la taille	pt
HP:0008848	taille modérément diminuée	uf
HP:0008849	Faible poids de naissance chez l'homme	pt
HP:0008850	retard de croissance post-natal sévère	pt
HP:0008851	nanisme à tronc court identifiable dans la première enfance	pt
HP:0008852	nanisme spondylorhizomélique léger	pt
HP:0008853	retard staturo-pondérale progressif	pt
HP:0008854	Retard de croissance sévère	pt
HP:0008855	retard de croissance modéré	pt
HP:0008856	Hypertrophie acrale	pt
HP:0008857	nanisme à tronc court identifiable à la naissance	pt
HP:0008859	croissance pubertaire retardée	pt
HP:0008860	léger retard de croissance	pt
HP:0008863	Retard de croissance dans la première année de vie	pt
HP:0008864	Ratio diminué entre membre supérieur et inférieur	pt
HP:0008865	défaillance de la croissance postnatale	pt
HP:0008866	Retard de croissance secondaire à des infections récurrentes	pt
HP:0008867	"nanisme, tronc court, membres courts"	pt
HP:0008868	décélération de la croissance postnatale	pt
HP:0008869	nanisme micromélique	pt
HP:0008871	Taille inférieure au 3ème percentile	pt
HP:0008872	Troubles alimentaires chez l'enfant	pt
HP:0008873	petite taille disproportionnée avec membres courts	pt
HP:0008874	obésité du tronc se développement dans la mi-enfance	pt
HP:0008876	sévère retard staturo-pondéral post-natal	pt
HP:0008877	petite taille rhizomélique	pt
HP:0008878	retard de croissance chez les survivants	pt
HP:0008879	petite taille relative	pt
HP:0008880	léger nanisme à membres courts	pt
HP:0008881	"nanisme à membres courts, disproportionné"	pt
HP:0008883	léger retard de croissance intra-utérin	pt
HP:0008884	Nanisme proportionné sévère congénital	pt
HP:0008887	Perte de tissu adipeux	pt
HP:0008888	petite taille variable	pt
HP:0008890	Nanisme à membres courts sévère	pt
HP:0008892	déficit de croissance prénatale variable	pt
HP:0008893	retard de croissance prénatale et postnatale	pt
HP:0008894	nanisme à membres courts identifiable chez le nouveau-né	pt
HP:0008895	Petite taille disproportionnée sévère	pt
HP:0008896	nanisme mésomélique	pt
HP:0008897	retard de croissance progressif	pt
HP:0008898	nanisme létal identifiable à la naissance	pt
HP:0008901	retard de croissance léger à modéré	pt
HP:0008902	Nanisme néonatal à membres courts	pt
HP:0008903	petite taille mésomélique	pt
HP:0008904	Ratio augmenté entre membre supérieur et inférieur	pt
HP:0008905	petite taille rhizomélique	pt
HP:0008907	nanisme avec poids de naissance normal	pt
HP:0008908	petite taille légère variable	pt
HP:0008909	Nanisme à membres courts létal	pt
HP:0008910	"nanisme, membres courts mésoméliques"	pt
HP:0008911	sévère retard de croissance depuis l'enfance	pt
HP:0008915	obésité du tronc d'apparition à l'enfance	pt
HP:0008916	Retard de croissance post-natal	pt
HP:0008917	apparition postnatale d'un léger retard de croissance	pt
HP:0008918	retard de croissance de l'enfant	pt
HP:0008921	Nanisme néonatal à membres courts	pt
HP:0008922	nanisme à tronc court identifiable dans la deuxième enfance	pt
HP:0008923	nanisme à tronc court sévère	pt
HP:0008924	Nanisme à membres courts sévère à la naissance	pt
HP:0008925	retard de croissance chez les nourrissons mâles	pt
HP:0008928	Nanisme disproportionné avec membres courts	pt
HP:0008929	Petite taille asymétrique	pt
HP:0008930	nanisme reconnaissable à la naissance	pt
HP:0008935	hypotonie néonatale généralisée	pt
HP:0008936	hypotonie musculaire du tronc	pt
HP:0008937	légère amyotrophie distale	pt
HP:0008940	Lymphadenopathie généralisée	pt
HP:0008942	rhabdomyolyse aigüe	pt
HP:0008944	amyotrophie distale du membre inférieur	pt
HP:0008945	perte de l'habilité à marcher dans la petite enfance	pt
HP:0008946	faiblesse de la ceinture pelvienne et atrophie	pt
HP:0008947	Hypotonie musculaire de l'enfant	pt
HP:0008947	Hypotonie musculaire infantile	uf
HP:0008948	Amyotrophie proximale des membres supérieurs	pt
HP:0008949	atrophie musculaire du membre inférieur distal	pt
HP:0008952	Hypoplasie de la musculature de l'épaule	pt
HP:0008952	Hypoplasie des muscles de l'épaule	uf
HP:0008953	hypoplasie du muscle grand pectoral	pt
HP:0008954	Faiblesse et atrophie des muscles intrinsèques de la main	pt
HP:0008955	Amyotrophie distale progressive	pt
HP:0008956	atrophie musculaire proximal du membre inférieur	pt
HP:0008957	atrophie scapulo-péronéale progressive	pt
HP:0008957	atrophie scapulo-péronière progressive	uf
HP:0008959	faiblesse musculaire du membre inférieur distal	pt
HP:0008960	myopathie mitochondriale sévère	pt
HP:0008961	amyotrophie et fonte musculaire proximales	pt
HP:0008962	muscles du mollet hypoplasiques	pt
HP:0008963	faiblesse du muscle tibial antérieur	pt
HP:0008964	Amyotrophie non progressive	pt
HP:0008965	Faiblesse lentement progressive des muscles proximaux	pt
HP:0008967	raideur musculaire induite par l'exercice	pt
HP:0008968	Hypertrophie musculaire des membres inférieurs	pt
HP:0008969	raideur musculaire de la jambe	pt
HP:0008970	dystrophie musculaire scapulo-humérale	pt
HP:0008972	activité diminuée de la chaîne mitochondriale respiratoire	pt
HP:0008977	Atrophie modérée des muscles squelettiques	pt
HP:0008978	myopathie nécrosante	pt
HP:0008979	faiblesse musculaire sévère	pt
HP:0008980	Amyotrophie proximale symétrique	pt
HP:0008981	"Hypertrophie musculaire, en particulier des muscles du mollet"	pt
HP:0008983	douleurs musculaires et crampes après exercice	pt
HP:0008984	Hypoplasie des muscles du cou	pt
HP:0008985	Graisse intramusculaire augmentée	pt
HP:0008985	augmentation de la graisse intramusculaire	uf
HP:0008986	Agénésie du diaphragme	pt
HP:0008987	Atrophie musculaire diffuse	pt
HP:0008988	amyotrophie de la ceinture pelvienne	pt
HP:0008991	crampes des jambes dues à un exercice	pt
HP:0008993	Graisse intraabdominale augmentée	pt
HP:0008993	augmentation de la graisse intraabdominale	uf
HP:0008994	Faiblesse des muscles proximaux des membres inférieurs	pt
HP:0008997	Faiblesse des muscles proximaux des membres supérieurs	pt
HP:0008998	hypoplasie pectorale	pt
HP:0008999	faiblesse musculaire de la ceinture pelvienne	pt
HP:0009001	hypertrophie musculaire du membre inférieur	pt
HP:0009002	perte du tissu adipeux souscutané au niveau du tronc	pt
HP:0009003	tissu adipeux tronculaire sous-cutané augmenté	pt
HP:0009004	Hypoplasie des muscles	pt
HP:0009004	Hypoplasie musculaire	uf
HP:0009005	Faiblesse des muscles intrinsèques de la main	pt
